⟨ϵ⟩, ⟨|m|⟩
-0.000648594, -1.01787, 0.000418
41
-0.000648594, -1.01787, 0.000418
-0.000820979, -1.38403e+261
0.00434766, 0.00136396
-6.79302e-05, 1.46679e+06
-0.00021953, 4.6615e+232
-0.000306707, 2.89866e+257
-1.02133, 0.271825
-6.99025e-05, 1.46677e+06
-0.000824543, -1.38401e+261
-0.000222051, 4.66142e+232
0.00134671, 0.00488594
-0.000660545, 0.000421909
-0.000309374, 2.89863e+257
-1.02529, 0.273778
0.00437541, 0.00136944
-0.000671898, 0.000424612
-0.000671898, 0.000424612
0.00138858, 0.00495776
-7.30212e-05, 1.46675e+06
-0.000827789, -1.38398e+261
-1.02895, 0.27566
-1.02895, 0.27566
-0.000311315, 2.8986e+257
0.00440163, 0.00137542
0.00142819, 0.00502733
-7.7306e-05, 1.46673e+06
-0.000222634, 4.66135e+232
-0.000682937, 0.000425454
0.00442947, 0.00139025
-8.2109e-05, 1.46671e+06
-0.000833487, -1.38395e+261
0.00146512, 0.00509194
-0.000313768, 2.89856e+257
-0.000691863, 0.000425762
-1.03278, 0.278095
0.00445652, 0.00140532
-8.71327e-05, 1.46669e+06
0.0015019, 0.00515484
-0.000223207, 4.66127e+232
-0.000701286, 0.000426383
-1.0363, 0.280582
0.00141648
-0.000839574, -1.38392e+261
-9.20702e-05, 1.46667e+06
-0.000708276, 0.000427763
-0.000317483, 2.89853e+257
-0.000222988, 4.6612e+232
0.0015384, 0.00521618
-0.000320718, 2.8985e+257
-0.00084474, -1.3839e+261
-9.7283e-05, 1.46666e+06
0.00449664, 0.00143861
-1.03988, 0.282964
-0.000323468, -0.000716114, 0.000428483
2.89847e+257
-0.000101845, 1.46664e+06
0.00157691, 0.00528186
-0.000850199, -1.38387e+261
-0.000220214, 4.66113e+232
0.0045143, 0.00146283
-0.000727366, 0.000432141
-0.000856703, -1.38384e+261
0.00161629, 0.0053486
-0.000217881, 4.66105e+232
-1.0441, 0.28623
-0.000327332, 2.89843e+257
-0.000327332, 2.89843e+257
-0.000864153, -1.38381e+261
-0.000739795, 0.000436661
